text,label
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,pro-mitigation
Make Selling dogs illegal unless you are a licensed and accredited breeder,unclear
Please make masks mandatory in Georgia,pro-mitigation
Protect our children!!! Demand Covid release,pro-mitigation
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,pro-mitigation
Covid-19 Economic Relief for Property Owners,pro-mitigation
Rehabilitation of those affected severely by Amphan,unclear
Open up Outdoor Dining,anti-mitigation
Open Canada VACs in India,anti-mitigation
Shut down construction sites to prevent the spread of covid 19,pro-mitigation
Stop Murrayfield Ice rink from closing it’s doors for good,anti-mitigation
Postpone UCLA's 2020 Commencement Instead of Cancelling,pro-mitigation
COVID-19 IN Georgia's Prisons Rise,unclear
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,unclear
Save South Norwood Library,unclear
COVID-19 Impact: Need waiver for Small & Medium Business owners.,pro-mitigation
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,pro-mitigation
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,pro-mitigation
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,unclear
Keep Davis School District students safe by keeping hybrid schedule.,pro-mitigation
Trump must resign for admitting to downplaying COVID-19,pro-mitigation
Extend education loan grace period to support the graduates struggling to find jobs #COVID,pro-mitigation
Postpone CA exams for COVID Safety Reasons #CAExams,pro-mitigation
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,anti-mitigation
Improve COVID-19 Procedures In Correctional Facilities,pro-mitigation
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",unclear
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",pro-mitigation
Stop Wildlife Medicine in China,unclear
Cancel 2021 GCSE & A-Level Exams,unclear
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,unclear
STOP THE COVID-19 VACCINATION CAMPAIGN,anti-mitigation
COVID-19,unclear
Open our Garden Centres,anti-mitigation
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,unclear
Declare the Road Accident Fund an Essential Service,unclear
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,anti-mitigation
The Heritage Private School: reduce payments for educational services during COVID-19,pro-mitigation
Optional Pass/Fail for UIUC,unclear
CARTA PELOS POBRES!,unclear
Target: Protect your team and community as Covid-19 surges on.,pro-mitigation
Restrict Maximum Monthy BCHydro Charges During Covid-19 Outbreak,pro-mitigation
Ensure Sir Richard Branson sells private assets before being bailed out by the government.,unclear
Cancel Lucknow University Exams! Mass promotion of students is an option.,pro-mitigation
KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,pro-mitigation
RI State schools to STOP charging campus fees when classes are online.,pro-mitigation
Texas State: Cancel all online class fees.,pro-mitigation
Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,anti-mitigation
Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,pro-mitigation
Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,pro-mitigation
COVID-19 Response to Support Families with Disabled Children,pro-mitigation
Save Roma St Parklands,pro-mitigation
Guarantee UEA Final Year Students A Graduation Ceremony,anti-mitigation
Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),pro-mitigation
End Brookings City Council COVID Policies,anti-mitigation
Make Google Education Services available for Iran,pro-mitigation
Queens Park Allotment Covid-19,pro-mitigation
Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,pro-mitigation
Life-saving measures to protect Louisiana Prisoners from COVID-19,pro-mitigation
Require Face Masks in Idaho Shared Public Spaces,pro-mitigation
Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,pro-mitigation
Allow International Students to stay in the U​.​S. even with institutions going online,pro-mitigation
Close schools over coronovirus,pro-mitigation
Tax relief for key worker during Covid-19 crisis,pro-mitigation
Grant all illegal migrants leave to remain in Ireland.,unclear
Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,pro-mitigation
Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,anti-mitigation
Break due to the Pandemic,pro-mitigation
Don’t forget Ltd company business owners during COVID-19,anti-mitigation
Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,pro-mitigation
EUA Approval From FDA For Rapid COVID-19 Tests,pro-mitigation
STOP oil drilling in The Bahamas,unclear
Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,pro-mitigation
LockdownPakistan- economic losses now or disastrous economic and human losses later?,unclear
Protect pregnant healthcare workers in the UK from COVID-19,pro-mitigation
Save Altitude Trampoline Park in Spokane Valley,anti-mitigation
Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,pro-mitigation
Heritage Golf & Country Club - don’t kill beloved local kangas!,unclear
Covid-19 shouldn't stop academic Justice,unclear
Tell Jim Justice to lock down West Virginia,pro-mitigation
GDC & CoreCivic Prisons Covid Release Must Happen Immediately: Save Our Loved Ones!!!,pro-mitigation
Bring back some flight services to Queenstown,anti-mitigation
Governor Raimondo: Allocate federal COVID-19 relief funds to save RI small businesses NOW.,pro-mitigation
CANCELLATION OF DU EXAMINATIONS,pro-mitigation
"Covid-19 Support for Entrepreneurs, Consultants & Gig Economy & Part-time Workers",pro-mitigation
Open Smaller Gyms in Ontario,anti-mitigation
Les 10 réclamations urgentes pour lutter plus efficacement contre le COVID-19 en Belgique,pro-mitigation
Let 27 North Residents Cancel Their Lease Contracts Amid COVID-19,pro-mitigation
Faith in our ADOM Schools,unclear
CoronaVirus - Coventry University deadline extension,pro-mitigation
To get the Summit Athlete Gift-Bags,unclear
"Cheerleading,  Dance and amateur sports clubs to be included in Covid 19 Announcements",pro-mitigation
University of San Diego changes courses to online due to the spread of COVID-19,pro-mitigation
Father is dying from Covid19 & Plasma is his only hope and hospital won’t give it to him!,anti-mitigation
Stop companies Profiteering from £120 Private Covid-19 Testing!,pro-mitigation
Suspend Mortgage & Rent Payments in Maryland During COVID-19,pro-mitigation
Yoga Studios Are Not Gyms,unclear
"Save the dagwood dog guy,",unclear
Stop all animal transports during covid-19,pro-mitigation
"ОСТАНОВИТЬ РЕПРЕССИИ, ОСВОБОДИТЬ ПОЛИТЗАКЛЮЧЕННЫХ И  ЗАДЕРЖАННЫХ ПО ПОЛИТИЧЕСКИМ МОТИВАМ",unclear
Ensuring the safety and Respect of healthcare professionals in current pandemic scenario,pro-mitigation
Indiana for the Safe Return to Schools,anti-mitigation
Close Chipotle during COVID-19,pro-mitigation
Keep children out of school during the COVID-19 crisis,pro-mitigation
Save the fitness Industry from the economic effect of Covid 19,anti-mitigation
Petition to Reopen NYS Gymnastics Clubs,anti-mitigation
Implement a No Detriment Policy for University of the West of England,pro-mitigation
"Suspend rent, mortgage and utilities bill of Texas",pro-mitigation
Let these military pets come home!,unclear
Ontario MRTs/DMSs united to get the respect/recognition we deserve. COVID-19 Pandemic Pay,anti-mitigation
#CancelofflineexamsinKA,pro-mitigation
Spotlight on NJ Unemployment Lag during Covid-19 Shutdown!,pro-mitigation
SAVE THE CUNY STUDENTS,unclear
Urging the CSWE to reconsider field practice hour waiver due to the government shutdowns,pro-mitigation
McConnell and Schumer: Make it Monthly Stimulus Checks & Support the #PeoplesStimulus,pro-mitigation
NSFAS should provide students with Laptops to study during this pandemic of COVID 19,pro-mitigation
Declare Digital Learning plan for Education deprived school children of Rural Maharashtra,unclear
National Poetry Library SOS #NPLSOS,unclear
Make Ryerson courses pass/fail,pro-mitigation
Petition for PDPU to take prevention against COVID 19,pro-mitigation
GOVERNMENTS TO BAN ALL WET MARKETS-STOP ANOTHER COVID 19 OUTBREAK,pro-mitigation
"Gov. Kemp, Save Lives, Let Our Cities Mask!",pro-mitigation
No Colleges until Zero Covid Case in the State or until Vaccines are out,pro-mitigation
Stop Sussex from Sacking their Staff! Covid-19,pro-mitigation
PROTECT  OREGON  INMATES  FROM  CORONAVIRUS (COVID19),pro-mitigation
Contra o FIM da Saúde Pública Federal no Rio de Janeiro,pro-mitigation
A year tax free after the pandemic for all key workers who had to work through covid 19,pro-mitigation
KEEP GYMS OPEN IN CT,anti-mitigation
President Rule in Bihar,unclear
Make Covid19 tests available to care staff working with vulnerable elderly people in care,pro-mitigation
Open Outdoor Youth Sports Activities in Massachusetts,anti-mitigation
Travel Ban on US & Europe,pro-mitigation
Make all UWL (online next because of Covid-19) classes pass or fail for this semester,pro-mitigation
Ask Concordia University to Suspend All In-Person Instruction,pro-mitigation
Major retail chains should provide free home delivery to those most at risk from Covid-19.,pro-mitigation
"Continue to Subsidize Child Care, in Texas, during the Covid 19 pandemic",pro-mitigation
Advice the government of Botswana to temporarily close down schools amid covid 19 outbreak,pro-mitigation
COVID BCG Vaccine must start in countries with highest cases of infections NOT in Africa.,anti-mitigation
Governor Jay Inslee to forgive Rent/Mortgage in Washington State for 90 days,pro-mitigation
ATTN Governor Baker- Open Mass Training studios and Personal Training Safely ASAP,anti-mitigation
Pace University Petition - COVID-19 Pandemic,unclear
Pay NYC substitute para professionals during COVID-19 School Closures,pro-mitigation
A plea to the Universities during the time of this Pandemic,unclear
NO NASHVILLE GOP CONVENTION,unclear
Support BGU Students during Covid-19,pro-mitigation
HELP NS Veterinary Clinics Stay Open‼️,pro-mitigation
SNP MP Margaret Ferrier resign after travelling to London with a positive COVID test,pro-mitigation
Start drive-through community-based COVID-19 assessment centres provided by our Labs!,pro-mitigation
Promotion Of AKTU College Students to Next Semester Without Exam.,pro-mitigation
"Guarantee PPE availability for healthcare workers, both in government and private sector",pro-mitigation
University of Guelph COVID-19 - Move Classes Online,pro-mitigation
Get Finals Moved to Online Due to Corona Virus (COVID-19),pro-mitigation
“Freeze Rent and Mortgages during Covid-19”,pro-mitigation
UVM COVID 19 Protocol,pro-mitigation
Compensate Fees after Closure of Universities due to Covid-19 Pandemic,pro-mitigation
No MAGA Mural in Petaluma!,unclear
"Petition to Freeze Rent, Mortgage, & Utility Bills During Covid-19 Pandemic",pro-mitigation
Cancel all further exams due to instability caused by COVID-19,pro-mitigation
Utah: Require Insurers to Pay COVID-19 Business Interruption Claims for Restaurants,anti-mitigation
Halt all catalogs sent through USPS for the 3 weeks leading up to the election,pro-mitigation
School safety.,unclear
"Partial tuition refund for students at Greengates, due to online classes.",pro-mitigation
Fund & Restore the SBA EIDL to help small businesses and gig workers affected by COVID-19.,pro-mitigation
No Karnataka CET in July,pro-mitigation
PETITION FOR ACADEMIC EASE,unclear
Demand Adequate Pay for Actra Toronto Members Completing Required COVID Testing,pro-mitigation
Protest against petroleum fuel price hike in India,anti-mitigation
Objection to Notice dt-12th Feb 2021 issued by Panvel Municipality for Property tax,unclear
Allow cancer patients to access treatment and clinical trials - please do not donate,unclear
Cancel Deanza Classes Amid Coronavirus Outbreak (COVID-19),pro-mitigation
Reopen pools now,anti-mitigation
Cancel B Tech Exams for intermediate semesters -KTU,pro-mitigation
LET US PLAY,unclear
Stop the deportation of Australian mothers and their children into abusive situations,unclear
AMEND the Law Indicating 3% Philhealth Premiums for Physicians and 0​.​5% Yearly Increase,unclear
Re-enact mandatory indoor masking as a basic public health measure.,pro-mitigation
Reschedule Class of 2020 Events!,anti-mitigation
Pass/Fail Grading Option at the University of South Carolina for this Semester,pro-mitigation
Addison Davis must RESIGN Immediately,anti-mitigation
Haramkan penggunaan dan penjualan rokok elektronik dan vape di Malaysia,unclear
Pelo Lockdown em TODAS cidades com +150​.​000 habitantes,pro-mitigation
Clemency for Bryon Russ,pro-mitigation
"Moderna, Pfizer, and CureVac: Ensure we can end the Pandemic. Help others produce Vaccine",pro-mitigation
Stop travel to rural holiday destinations in UK during Covid-19,pro-mitigation
Cerrar canal de SOY DAVID SHOW por violar cuarentena COVID-19,pro-mitigation
"Build bike lanes on Bloor, Danforth & Yonge now",unclear
REISEWARNUNG AUFHEBEN! - Mallorca is NO RISK zone.,unclear
ALL EXAMS / TESTS TO BE ONLINE,pro-mitigation
"Cherokee Co. Sheriff Spokesperson, Capt. Jay Baker Must Go!",pro-mitigation
The German government should cancel rents for international students till CoVid19 is over.,pro-mitigation
Petition for Online Teaching in LSE under COVID-19 Threat,pro-mitigation
Smaller Nonprofits Need Help Now To Survive COVID-19,pro-mitigation
Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,pro-mitigation
Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,anti-mitigation
Australian Dept of Education Duty of care failures COVID 19,anti-mitigation
Health care workers and Covid-19,unclear
"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars",anti-mitigation
Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,pro-mitigation
"Help undocumented immigrants
during the COVID-19 crisis",pro-mitigation
Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,anti-mitigation
Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,pro-mitigation
Front line workers deserve hazard pay from Danbury and New Milford Hospital.,pro-mitigation
Regarding UC Irvine's Decision to Cancel 2020 Commencement,pro-mitigation
"IDPH, Cheerleaders Are Athletes! COVID-19",anti-mitigation
"Stop the spread of COVID-19: Cancel the 7/11/20 Trump rally in Portsmouth, NH",pro-mitigation
CoVid 19 Petition : To gain government support for small businesses in India,pro-mitigation
VTU is planning to conduct Offline exam over online semester - COVID is still rising,pro-mitigation
Demand a Green New Deal to save the planet after Covid-19,unclear
Protect Pregnant Healthcare Workers & Healthcare System from COVID19,pro-mitigation
Cuomo Close NYC construction during  Covid-19. Save peoples lives,pro-mitigation
"COVID-19 Pandemic: Supplies, Financial Support and Compassion for Humanity",pro-mitigation
Extend IELTS validity by a year following Covid-19 Pandemic,pro-mitigation
Commence Scenario 2 for High Schools and Revise COVID-19 Guidelines in Alberta,pro-mitigation
Petition to PM & FM INDIA: RELIEF FOR INDIAN LOAN BORROWER;EMI HOLIDAY! PLS BAN MORATORIUM,pro-mitigation
Facebook: Don’t stop the music!,unclear
Extend compassionate use of Remdesivir to health care workers,pro-mitigation
Impose trade sanctions for nations with unsafe bio-security in their (wet) meat markets,pro-mitigation
Lift the ban on alcohol sales in Barbados during the Covid-19 lock-down,pro-mitigation
"Housing Is Health! No Homelessness, No Rent Debt",unclear
Padma Vibhushan for Dr KK Aggarwal,pro-mitigation
Petition to lower the tuition fees for 2020/2021 sem 1 at Universiti Teknologi Malaysia.,unclear
MUHS should conduct online examination or Postpone MBBS examinations due to rising COVID,pro-mitigation
Release College Students From Off-Campus Housing Obligations During COVID-19 Pandemic,anti-mitigation
Get competitive swimmers back in the pool in PA!,anti-mitigation
Extend COVID-19 relief packages to temporary visa holders,pro-mitigation
Justice for Nikita Tomar,pro-mitigation
"Allow live meetings, conventions, and tradeshows to operate in Las Vegas at 50% capacity!",anti-mitigation
Protect Chesterfield's Special Education Students!,unclear
Forgiving rents in the time of lockdown due to Coronavirus,pro-mitigation
Move the Pop-Up Covid Test Centre away from the Old Town!,anti-mitigation
We Won't Leave Anyone In Our Community Behind During COVID-19 Pandemic,pro-mitigation
Tranparency Regarding Keller ISD's Management of COVID-19,pro-mitigation
Protect Orillia During COVID-19,pro-mitigation
Release all ICE Detainees Immediately,unclear
Unmask Elementary Children Outdoors (and all together).,anti-mitigation
Save Redrow/Crem skatepark,anti-mitigation
Give the elderly the first hour of supermarket trading during Covid-19,pro-mitigation
Close all MESA PUBLIC SCHOOLS because of COVID-19. Protect our Children!,pro-mitigation
Governor Hogan: Close preschools to protect childcare workers from the spread of COVID-19,pro-mitigation
Lower the age of breast cancer screening in Scotland - “Better screened than sorry”,unclear
Open Personal Training Studios During Phase 2,anti-mitigation
Tell Gov. Cuomo: Broadway Deserves a Seat at the Table,anti-mitigation
Covid 19: Repatriación de argentinos y residentes argentinos en el exterior.,pro-mitigation
NIRA to extend eligibility for athletes whose seasons were cut short,pro-mitigation
Protect Essential Autism Care in PA,unclear
Pass all classes of 2020 second semester,pro-mitigation
Concordia University students asking for the grading system this semester to be PASS/FAIL,pro-mitigation
Postpartum support for mothers in Newfoundland during COVID-19,pro-mitigation
Saskatchewan Needs a Better Back-To-School Plan,anti-mitigation
Petition for NSW Year 12 students to hold Graduation Assemblies and formals,anti-mitigation
"Lecce, DO NOT CHANGE MARCH BREAK AGAIN!",anti-mitigation
Postpone Highschool Spring Sports instead of Cancelling,anti-mitigation
Save Echo Park Lake,unclear
Proactively protecting the health of SHSU and Huntsville Amid growing concerns of COVID-19,pro-mitigation
Reschedule Rutgers University 2020 Commencement,anti-mitigation
COVID Outbreak: CLOSE DEVONSHIRE MALL,pro-mitigation
Re-opening of ALL Golf Facilities Immediately for ALL GOLFERS,anti-mitigation
Covid-19: give economic hardship relief to the hair & beauty industry – support UK salons,pro-mitigation
"Demand Visa, MasterCard, AMEX & Discover Reduce/Waive Certain Fees during COVID 19",pro-mitigation
Get Nassau County To Reverse The Postponement Of The 2020 Fall Season,anti-mitigation
Unemployment Relief For Independent Workers With Mixed Income Types,pro-mitigation
Allowing athletic competition,anti-mitigation
Manitobans Demand a FAIR Contract for Nurses & Quality Patient Care,pro-mitigation
Close UC Berkeley Campus Due to COVID-19 New Cases in Surrounding Areas,pro-mitigation
COVID-19 Hazard pay for all 1199 SEIU healthcare workers now,pro-mitigation
COVID-19 Pandemic: Reinstate Premium Pay for Essential Employees in the State of Maryland,pro-mitigation
Impeach Michigan Governor Gretchen Whitmer NOW,pro-mitigation
Grace-Graduate final year UG students owing to Covid-19,pro-mitigation
82yr Old Woman Battling Leukemia Needs Urgent Commutation of Sentence,pro-mitigation
Online classes for Universidad europea de valencia (COVID-19 Emergency),pro-mitigation
Sack Dominic Cummings!,unclear
Support excise parity for Canadian craft distilleries,unclear
Include Australia's Already Disadvantaged in the COVID-19 Stimulus Supplement,pro-mitigation
CANCEL 2021 METRIC BOARD EXAM DUE TO THE WIDE SPREAD OF COVID 19,pro-mitigation
Make DUT shut down all campuses for an appropriate amount of time should COVID-19 worsen.,pro-mitigation
SAVE FAIRLOP SAILING SCHOOL FROM CLOSURE,anti-mitigation
"Governor Kim Reynolds: Suspend Rent, Mortgage, & Utility Payments During This Crisis",pro-mitigation
Deny Mike Harris the Order of Ontario,pro-mitigation
"Governor Andy Beshear: Suspend Rent, Mortgage and Utility payments during the Corona Virus",pro-mitigation
Open Fitness Facilities Premier,unclear
"Petition for all 2020 parents to be granted $3,000 baby support grant",pro-mitigation
"Stop coronavirus - call for permanent ban on commercial wildlife breeding, markets & trade",pro-mitigation
Release COVID-19 Child Care Data in MA!,pro-mitigation
Shutdown the University of Waterloo campus temporarily due to COVID-19,pro-mitigation
Punëtorët informal duhet të përfitojnë nga paketat e ndihmës financiare COVID-19,pro-mitigation
Pay Petsmart employees Hazard pay due to COVID-19.,pro-mitigation
Hazard Pay for Fred Meyer Employees During the Outbreak of COVID-19,pro-mitigation
Allow Michigan Youth Soccer Players To Return To Play,anti-mitigation
Academic Freeze,unclear
Stop vigilante Covid-19 roadblocks,anti-mitigation
Canada Should Ban Flights from Europe due to COVID-19,pro-mitigation
Close NBPS after Spring Break due to the outbreak of COVID-19 in Broward county.,pro-mitigation
Close QASMT For 2 Weeks (COVID-19),pro-mitigation
Norwich University students to remain off-campus in response to COVID-19,pro-mitigation
COVID-19: Change to The Leaving Cert 2020,unclear
Personal Protective Equipment (PPE) and COVID-19 Health Care for NYPD Officers,pro-mitigation
Allow ski hills to operate during Ontario lockdown,anti-mitigation
Stonewall Jackson Cemetery Name To Remain The Same,unclear
Bring the AFL grand final to Perth,pro-mitigation
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,pro-mitigation
COVID-19 Support for International Students,pro-mitigation
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,pro-mitigation
COVID vaccines for California teachers,pro-mitigation
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,pro-mitigation
Cancel School for CPS,anti-mitigation
Provide federal financial assistance to renters affected by COVID-19,pro-mitigation
COVID-19: Suspend classes and Encourage online teaching at Coventry University,pro-mitigation
Sénégalais de l'extérieur victimes du COVID-19,unclear
Demand Congress Provide Free School Meals To Every K-12 Student In America,unclear
Lower Temple University Fall 2020 Tuition,unclear
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,unclear
Do not transfer our Municipal Commissioner until Covid is eradicated,pro-mitigation
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,pro-mitigation
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",anti-mitigation
Help convince Inslee and WIAA to allow HS spring sports to resume,anti-mitigation
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,anti-mitigation
#PostponeNEET_JEE,pro-mitigation
"""Play On""",anti-mitigation
NCAA Covid-19 Eligibility Relief,pro-mitigation
No to abandonment,pro-mitigation
NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,pro-mitigation
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,pro-mitigation
Compensate Essential Workers,pro-mitigation
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,pro-mitigation
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,anti-mitigation
Shut down TORONTO COVID-19,pro-mitigation
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,anti-mitigation
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,anti-mitigation
Allow virtual HBUHSD teachers to continue instruction online,pro-mitigation
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",anti-mitigation
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",pro-mitigation
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,pro-mitigation
Please Let Massachusetts Golf,anti-mitigation
Stop Deportation- Mother faces deportation that would take her away from her daughter,unclear
"The stoppage of Justin Trudeau's ""assault weapons"" ban",unclear
Allow Businesses and small traders to resume in Mumbai.,anti-mitigation
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",pro-mitigation
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,pro-mitigation
Postpone VTU exams,pro-mitigation
Pay PetSmart Employees While on Leave,unclear
Waive off School Fee at Indian Schools in Oman due to COVID-19,anti-mitigation
The Iranian people suffering from Coronavirus; Lift All Medical Sanctions Now,pro-mitigation
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,pro-mitigation
Save Services for Those with Developmental Disabilities During Covid-19,pro-mitigation
Reverse Postponement of Winter & Spring Sports,pro-mitigation
Tell west Virginia representatives to not make hazelton/gilmer prison a quarantine site,anti-mitigation
Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,anti-mitigation
Reform of the Dental Council of New Zealand,unclear
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,unclear
St. James Town Urgently Needs Space for Food Security,unclear
GOV. BROWN: OPEN POOLS IN OREGON TO COMPETITIVE SWIMMERS IN PHASE 1,anti-mitigation
Appeal to the President of India on issues thrown up during lockdown,unclear
Covid-19 Youth Brigades exploited,anti-mitigation
Protection from COVID-19,unclear
Please facilitate 14-days-self-quarantine of Iranian new immigrants,pro-mitigation
Save Japanese Restaurants from Bankruptcy During COVID-19/防止日本餐廳業界破產倒閉之對策/일본 레스토랑 도산 방지 대책,unclear
GYMS VS. THE STATE OF ALABAMA,unclear
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,pro-mitigation
Bring back Maldivians stranded in Malaysia due to Covid 19,anti-mitigation
Allow spa and leisure facilities to demonstrate that they can reopen safely.,anti-mitigation
"In wake of COVID-19 slowdown, guarantee the American people a Universal Basic Income",pro-mitigation
Freeze rents & mortgages for the duration of Coronavirus,anti-mitigation
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,pro-mitigation
Postpone UCLA Class of 2020 Commencement,unclear
Temporary online classes for HELP students due to covid-19,pro-mitigation
"Father's Day Gift: Sebastien, Rosena and Amaika Arrived Safely with YOUR Help!",anti-mitigation
Change USF Class Grading to Mandatory Pass/Fail for Spring 2020  Due to COVID-19,anti-mitigation
Force Dillard’s to close their Doors,pro-mitigation
Make small grants/funding available for Self Employed & Freelancers during COVID-19,pro-mitigation
Duval County Beach Access (COVID-19),pro-mitigation
#letthedjsplay,unclear
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,pro-mitigation
PASS/FAIL Grading Option for Spring 2020 Semester at the University of Miami,unclear
Australian Medical Schools Must Consider an Opt In/Opt Out System for 2020 GPA Results,unclear
Give Oregon Kids What They Need to Learn to Read!,pro-mitigation
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,pro-mitigation
NO FAILING @ UCR,unclear
Freeze Rent for All NYC Residents,unclear
Shut down schools in VVSD 365u due to COVID-19,pro-mitigation
Make 0% Interest Student Loans Permanent,unclear
Postponement of GATE 2021 exam due to pandemic situations,pro-mitigation
Scotland Back in the EU,unclear
Bryn Mawr College COVID-19 Credit/No Credit Spring Semester,unclear
$2000/month to every American #moneyforthepeople #covid19,pro-mitigation
Close all CCPS schools to limit spread of Coronavirus,pro-mitigation
"Save Our Future Teachers - Support, & Share",unclear
"Extenuating Circumstances for international students, University of Surrey",unclear
Petition for holidays in Colleges in concern of COVID-19,unclear
Atlanta Spa Shooting of Asian Women is a Hate Crime,unclear
Help International Students Stay at The University of Texas at Austin!,pro-mitigation
Require Vaccination Options for WA Teachers & Students before returning to school.,pro-mitigation
Null and void the Premier League,unclear
"Smithfield has case of COVID-19 in facility in Sioux Falls SD, should shut down for 2 week",pro-mitigation
Audit PMCARES FUND,unclear
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,pro-mitigation
Safe Staffing during COVID at Emanate,unclear
Stop Exposing Sanitation Workers through Open Bin Garbage Collection,pro-mitigation
Proteggere Italia e Svizzera dal COVID-19 | Protect Italy and Switzerland from COVID-19,unclear
COVID-19 crisis -more Australian music to be played on Australian radio.,pro-mitigation
Shutdown PartyTown Guelph to prevent the spread of COVID-19,pro-mitigation
Government of Ghana Must Implement the National Health Laboratory Policy,unclear
Close Holland and Barrett Stores. (Covid-19 Crisis),pro-mitigation
Save the saviors,unclear
Access to Covid-19 swabbing for symptomatic NHS and frontline emergency services,pro-mitigation
"Help St John become fully funded, it's a travesty they aren't already!",unclear
(NTU) - Viewing of results before deciding to S/U,anti-mitigation
Make masks mandatory in South Carolina,pro-mitigation
Require masks in grocery stores to fight COVID-19,pro-mitigation
Protect our Healthcare workers during the COVID-19 War!,pro-mitigation
Don’t force students to physically attend school on May 16 in New Jersey.,anti-mitigation
"AirAsia Should Refund Its’ Customers with Cash Refund, or at least Provide The Options",pro-mitigation
Compensate hospital locums and locum GPs from Covid 19 self-isolation income loss,pro-mitigation
Dominos Employees Demand COVID-19 Hazard Pay,anti-mitigation
¡Medidas MÁS SERIAS para enfrentar el COVID-19 en Miami!,pro-mitigation
Cancellation of ib exams for generations 2020 2021,unclear
Keep kids in extra curricular activities in ND.,anti-mitigation
Keep Doulas in the Hospital Supporting Moms during COVID-19,pro-mitigation
COVID-19:Provide Work From Home to all employees before it's too LATE. Health is important,pro-mitigation
Close Beaverton School District COVID 19,pro-mitigation
Hazard Pay and Family Leave for Walgreens Employees,unclear
Protect the arts from economic devastation following COVID-19 closures,anti-mitigation
Africa WILL NOT be the testing ground for the Covid-19 vaccine,anti-mitigation
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",missing
BRING BACK THE OLD FLAMIN' HOT LAYS FORMULA,unclear
